FieldName,Type,MaxLength,Nullable,Description,Notes,Example,PrimaryKey,TableName,TableDescription
player_id,INTEGER,,False,,,,,player_chat,single_event
text,VARCHAR,,False,,"Every value is replaced with the literal string ""redacted"". The chat rows themselves are kept, so you can see that a player typed in a round without seeing what they typed.",,,player_chat,single_event
is_chat_all,BOOLEAN,,True,,,,,player_chat,single_event
second,DECIMAL,,,,,,,player_chat,single_event
player_id_fixed,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_chat,single_event
player_x_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_chat,single_event
player_y_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_chat,single_event
player_z_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_chat,single_event
player_x_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_chat,single_event
player_y_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_chat,single_event
player_z_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_chat,single_event
player_phi_ang,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_chat,single_event
player_theta_ang,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_chat,single_event
player_weapon_code,INTEGER,,True,,Merged from another channel. Null where no source row matches.,,,player_chat,single_event
player_team_code,INTEGER,,True,,Merged from another channel. Null where no source row matches.,,,player_chat,single_event
round,INTEGER,,False,,,,,player_connect,single_event
tick,INTEGER,,False,,,,,player_connect,single_event
player_index,INTEGER,,False,,,,,player_connect,single_event
player_id,INTEGER,,False,,,,,player_connect,single_event
is_bot,BOOLEAN,,False,,,,,player_connect,single_event
second,DECIMAL,,,,,,,player_connect,single_event
player_id_fixed,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_connect,single_event
round,INTEGER,,False,,,,,player_death,single_event
tick,INTEGER,,False,,,,,player_death,single_event
player_id,INTEGER,,False,,,,,player_death,single_event
attacker_id,INTEGER,,True,,,,,player_death,single_event
assister_id,INTEGER,,True,,,,,player_death,single_event
weapon_name,VARCHAR,,False,,,,,player_death,single_event
is_headshot,BOOLEAN,,False,,,,,player_death,single_event
penetration_amount,INTEGER,,False,,,,,player_death,single_event
has_replay,BOOLEAN,,False,,,,,player_death,single_event
is_flash_assist,BOOLEAN,,True,,,,,player_death,single_event
is_through_smoke,BOOLEAN,,True,,,,,player_death,single_event
is_attacker_blind,BOOLEAN,,True,,,,,player_death,single_event
is_noscope,BOOLEAN,,True,,,,,player_death,single_event
second,DECIMAL,,,,,,,player_death,single_event
player_id_fixed,DECIMAL,,True,Calculated from steam_id and player_id in player_personal. Merging done on round and player_id,Merged from another channel. Null where no source row matches.,,,player_death,single_event
attacker_id_fixed,DECIMAL,,True,Calculated from steam_id and player_id in player_personal. Merging done on round and player_id,"Merged from another channel. Null where no source row matches. Integer values, written as a double because the column can hold nulls.",,,player_death,single_event
assister_id_fixed,DECIMAL,,True,Calculated from steam_id and player_id in player_personal. Merging done on round and player_id,Merged from another channel. Null where no source row matches.,,,player_death,single_event
player_x_pos,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
player_y_pos,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
player_z_pos,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
player_x_vel,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
player_y_vel,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
player_z_vel,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
player_phi_ang,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
player_theta_ang,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
player_weapon_code,INTEGER,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
player_team_code,INTEGER,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
attacker_x_pos,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
attacker_y_pos,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
attacker_z_pos,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
attacker_x_vel,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
attacker_y_vel,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
attacker_z_vel,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
attacker_phi_ang,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
attacker_theta_ang,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
attacker_weapon_code,INTEGER,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
attacker_team_code,INTEGER,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
assister_x_pos,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
assister_y_pos,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
assister_z_pos,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
assister_x_vel,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
assister_y_vel,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
assister_z_vel,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
assister_phi_ang,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
assister_theta_ang,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
assister_weapon_code,INTEGER,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
assister_team_code,INTEGER,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_death,single_event
round,INTEGER,,False,,,,,player_disconnect,single_event
tick,INTEGER,,False,,,,,player_disconnect,single_event
player_id,INTEGER,,False,,,,,player_disconnect,single_event
disconnect_reason,VARCHAR,,False,,,,,player_disconnect,single_event
is_bot,BOOLEAN,,False,,,,,player_disconnect,single_event
second,DECIMAL,,,,,,,player_disconnect,single_event
player_id_fixed,DECIMAL,,True,Calculated from steam_id and player_id in player_personal. Merging done on round and player_id,Merged from another channel. Null where no source row matches.,,,player_disconnect,single_event
round,INTEGER,,False,,,,,player_footstep,single_event
tick,INTEGER,,False,,,,,player_footstep,single_event
player_id,INTEGER,,False,,,,,player_footstep,single_event
second,DECIMAL,,,,,,,player_footstep,single_event
player_id_fixed,DECIMAL,,True,Calculated from steam_id and player_id in player_personal. Merging done on round and player_id,Merged from another channel. Null where no source row matches.,,,player_footstep,single_event
round,INTEGER,,False,,,,,player_hurt,single_event
tick,INTEGER,,False,,,,,player_hurt,single_event
player_id,INTEGER,,False,,,,,player_hurt,single_event
attacker_id,INTEGER,,False,,,,,player_hurt,single_event
health,INTEGER,,False,,,,,player_hurt,single_event
armor,INTEGER,,False,,,,,player_hurt,single_event
weapon_name,VARCHAR,,True,,,,,player_hurt,single_event
health_removed,INTEGER,,False,,,,,player_hurt,single_event
armor_removed,INTEGER,,False,,,,,player_hurt,single_event
hit_box_code,INTEGER,,False,,,,,player_hurt,single_event
second,DECIMAL,,,,,,,player_hurt,single_event
player_id_fixed,DECIMAL,,True,Calculated from steam_id and player_id in player_personal. Merging done on round and player_id,Merged from another channel. Null where no source row matches.,,,player_hurt,single_event
attacker_id_fixed,DECIMAL,,True,Calculated from steam_id and player_id in player_personal. Merging done on round and player_id,"Merged from another channel. Null where no source row matches. Integer values, written as a double because the column can hold nulls.",,,player_hurt,single_event
player_x_pos,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_hurt,single_event
player_y_pos,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_hurt,single_event
player_z_pos,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_hurt,single_event
player_x_vel,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_hurt,single_event
player_y_vel,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_hurt,single_event
player_z_vel,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_hurt,single_event
player_phi_ang,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_hurt,single_event
player_theta_ang,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_hurt,single_event
player_weapon_code,INTEGER,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_hurt,single_event
player_team_code,INTEGER,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_hurt,single_event
attacker_x_pos,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_hurt,single_event
attacker_y_pos,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_hurt,single_event
attacker_z_pos,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_hurt,single_event
attacker_x_vel,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_hurt,single_event
attacker_y_vel,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_hurt,single_event
attacker_z_vel,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_hurt,single_event
attacker_phi_ang,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_hurt,single_event
attacker_theta_ang,DECIMAL,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_hurt,single_event
attacker_weapon_code,INTEGER,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_hurt,single_event
attacker_team_code,INTEGER,,True,asof merge (nearby ticks),Merged from another channel. Null where no source row matches.,,,player_hurt,single_event
effective_health_removed,INTEGER,,,,,,,player_hurt,single_event
round,INTEGER,,False,,,,,player_info,player_info
player_id,INTEGER,,False,,,,,player_info,player_info
team_code,INTEGER,,False,,,,,player_info,player_info
wins,INTEGER,,False,,Values above 2500 are replaced with 2501.,,,player_info,player_info
rank,INTEGER,,False,,,,,player_info,player_info
rank_type,INTEGER,,False,,,,,player_info,player_info
radar_color_code,INTEGER,,False,,,,,player_info,player_info
player_id_fixed,INTEGER,,True,Calculated from steam_id and player_id in player_personal. Merging done on round and player_id,Merged from another channel. Null where no source row matches.,,,player_info,player_info
rank_raw,INTEGER,,,,,,,player_info,player_info
rank_platform,DECIMAL,,,,,,,player_info,player_info
round,INTEGER,,False,,,,,player_inputs,telemetry
tick,INTEGER,,False,,,,,player_inputs,telemetry
player_id,INTEGER,,False,,,,,player_inputs,telemetry
buttons_mask,INTEGER,,False,,,,,player_inputs,telemetry
button_attack,BOOLEAN,,False,,,,,player_inputs,telemetry
button_attack2,BOOLEAN,,False,,,,,player_inputs,telemetry
button_jump,BOOLEAN,,False,,,,,player_inputs,telemetry
button_duck,BOOLEAN,,False,,,,,player_inputs,telemetry
button_forward,BOOLEAN,,False,,,,,player_inputs,telemetry
button_back,BOOLEAN,,False,,,,,player_inputs,telemetry
button_move_left,BOOLEAN,,False,,,,,player_inputs,telemetry
button_move_right,BOOLEAN,,False,,,,,player_inputs,telemetry
button_turn_left,BOOLEAN,,False,,,,,player_inputs,telemetry
button_turn_right,BOOLEAN,,False,,,,,player_inputs,telemetry
button_use,BOOLEAN,,False,,,,,player_inputs,telemetry
button_reload,BOOLEAN,,False,,,,,player_inputs,telemetry
button_speed,BOOLEAN,,False,,,,,player_inputs,telemetry
button_score,BOOLEAN,,False,,,,,player_inputs,telemetry
button_look_at_weapon,BOOLEAN,,False,,,,,player_inputs,telemetry
button_zoom,BOOLEAN,,False,,,,,player_inputs,telemetry
button_use_or_reload,BOOLEAN,,False,,,,,player_inputs,telemetry
button_joy_auto_sprint,BOOLEAN,,False,,,,,player_inputs,telemetry
second,DECIMAL,,,,,,,player_inputs,telemetry
player_id_fixed,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_inputs,telemetry
player_x_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_inputs,telemetry
player_y_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_inputs,telemetry
player_z_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_inputs,telemetry
player_x_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_inputs,telemetry
player_y_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_inputs,telemetry
player_z_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_inputs,telemetry
player_phi_ang,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_inputs,telemetry
player_theta_ang,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_inputs,telemetry
player_weapon_code,INTEGER,,True,,Merged from another channel. Null where no source row matches.,,,player_inputs,telemetry
player_team_code,INTEGER,,True,,Merged from another channel. Null where no source row matches.,,,player_inputs,telemetry
round,INTEGER,,False,,,,,player_name,single_event
tick,INTEGER,,False,,,,,player_name,single_event
player_id,INTEGER,,False,,,,,player_name,single_event
name_new,VARCHAR,,False,,"Every value is replaced with the literal string ""redacted"".",,,player_name,single_event
name_old,VARCHAR,,False,,"Every value is replaced with the literal string ""redacted"".",,,player_name,single_event
second,DECIMAL,,,,,,,player_name,single_event
player_id_fixed,INTEGER,,True,Calculated from steam_id and player_id in player_personal. Merging done on round and player_id,Merged from another channel. Null where no source row matches.,,,player_name,single_event
round,INTEGER,,False,,,,,player_personal,player_info
player_id,INTEGER,,False,,,,,player_personal,player_info
player_controller_id,INTEGER,,False,,,,,player_personal,player_info
player_id_pawn,INTEGER,,False,,,,,player_personal,player_info
name,VARCHAR,,False,,"Every value is replaced with the literal string ""redacted"".",,,player_personal,player_info
clan_tag,VARCHAR,,False,,"Every value is replaced with the literal string ""redacted"".",,,player_personal,player_info
steam_id,VARCHAR,,False,,"Replaced with a per-match alias: A, B, C and so on. The alias means nothing outside its own match.",,,player_personal,player_info
is_bot,BOOLEAN,,,,,,,player_personal,player_info
player_id_fixed,INTEGER,,,,,,,player_personal,player_info
round,INTEGER,,False,,,,,player_sound,single_event
tick,INTEGER,,False,,,,,player_sound,single_event
player_id,INTEGER,,False,,,,,player_sound,single_event
radius,INTEGER,,False,,,,,player_sound,single_event
duration,DECIMAL,,False,,,,,player_sound,single_event
is_step,BOOLEAN,,False,,,,,player_sound,single_event
second,DECIMAL,,,,,,,player_sound,single_event
player_id_fixed,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_sound,single_event
player_x_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_sound,single_event
player_y_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_sound,single_event
player_z_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_sound,single_event
player_x_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_sound,single_event
player_y_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_sound,single_event
player_z_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_sound,single_event
player_phi_ang,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_sound,single_event
player_theta_ang,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_sound,single_event
player_weapon_code,INTEGER,,True,,Merged from another channel. Null where no source row matches.,,,player_sound,single_event
player_team_code,INTEGER,,True,,Merged from another channel. Null where no source row matches.,,,player_sound,single_event
round,INTEGER,,False,,,,,player_spawn,single_event
tick,INTEGER,,False,,,,,player_spawn,single_event
player_id,INTEGER,,False,,,,,player_spawn,single_event
second,DECIMAL,,,,,,,player_spawn,single_event
player_id_fixed,DECIMAL,,True,Calculated from steam_id and player_id in player_personal. Merging done on round and player_id,Merged from another channel. Null where no source row matches.,,,player_spawn,single_event
player_x_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_spawn,single_event
player_y_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_spawn,single_event
player_z_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_spawn,single_event
player_x_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_spawn,single_event
player_y_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_spawn,single_event
player_z_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_spawn,single_event
player_phi_ang,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_spawn,single_event
player_theta_ang,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,player_spawn,single_event
player_weapon_code,INTEGER,,True,,Merged from another channel. Null where no source row matches.,,,player_spawn,single_event
player_team_code,INTEGER,,True,,Merged from another channel. Null where no source row matches.,,,player_spawn,single_event
tick,INTEGER,,False,,,,,player_status,telemetry
round,INTEGER,,False,,,,,player_status,telemetry
player_id,INTEGER,,False,,,,,player_status,telemetry
player_controller_id,INTEGER,,False,,,,,player_status,telemetry
armor,INTEGER,,False,,,,,player_status,telemetry
health,INTEGER,,False,,,,,player_status,telemetry
place_name,VARCHAR,,False,,,,,player_status,telemetry
inv_primary,INTEGER,,False,,,,,player_status,telemetry
inv_secondary,INTEGER,,False,,,,,player_status,telemetry
inv_flashbang,INTEGER,,False,,,,,player_status,telemetry
inv_taser,INTEGER,,False,,,,,player_status,telemetry
inv_hegrenade,INTEGER,,False,,,,,player_status,telemetry
inv_smokegrenade,INTEGER,,False,,,,,player_status,telemetry
inv_molotov,INTEGER,,False,,,,,player_status,telemetry
inv_decoy,INTEGER,,False,,,,,player_status,telemetry
inv_incgrenade,INTEGER,,False,,,,,player_status,telemetry
inv_c4,INTEGER,,False,,,,,player_status,telemetry
current_equipment_cost,INTEGER,,False,,,,,player_status,telemetry
freezetime_end_equipment_cost,INTEGER,,False,,,,,player_status,telemetry
money,INTEGER,,False,,,,,player_status,telemetry
ping,INTEGER,,False,,Replaced with 0.,,,player_status,telemetry
round_start_equipment_cost,INTEGER,,False,,,,,player_status,telemetry
zoom_level,INTEGER,,True,,,,,player_status,telemetry
iron_sight_mode,INTEGER,,True,,,,,player_status,telemetry
burst_mode,BOOLEAN,,True,,,,,player_status,telemetry
is_silenced,BOOLEAN,,True,,,,,player_status,telemetry
weapon_mode,INTEGER,,True,,,,,player_status,telemetry
flash_duration,DECIMAL,,False,,,,,player_status,telemetry
flash_max_alpha,DECIMAL,,False,,,,,player_status,telemetry
has_c4,BOOLEAN,,False,,,,,player_status,telemetry
has_defuser,BOOLEAN,,False,,,,,player_status,telemetry
has_helmet,BOOLEAN,,False,,,,,player_status,telemetry
is_defusing,BOOLEAN,,False,,,,,player_status,telemetry
is_fake_player,BOOLEAN,,False,,,,,player_status,telemetry
is_in_bomb_zone,BOOLEAN,,False,,,,,player_status,telemetry
is_in_buy_zone,BOOLEAN,,False,,,,,player_status,telemetry
is_reloading,BOOLEAN,,False,,,,,player_status,telemetry
is_scoped,BOOLEAN,,False,,,,,player_status,telemetry
is_spotted,BOOLEAN,,False,,,,,player_status,telemetry
is_walking,BOOLEAN,,False,,,,,player_status,telemetry
second,DECIMAL,,,,,,,player_status,telemetry
player_id_fixed,DECIMAL,,True,Calculated from steam_id and player_id in player_personal. Merging done on round and player_id,Merged from another channel. Null where no source row matches.,,,player_status,telemetry
equipment_value_calc,INTEGER,,,,,,,player_status,telemetry
tick,INTEGER,,False,,,,,player_vector,telemetry
round,INTEGER,,False,,,,,player_vector,telemetry
player_id,INTEGER,,False,,,,,player_vector,telemetry
x_pos,DECIMAL,,False,,,,,player_vector,telemetry
y_pos,DECIMAL,,False,,,,,player_vector,telemetry
z_pos,DECIMAL,,False,,,,,player_vector,telemetry
current_ammo,INTEGER,,True,,,,,player_vector,telemetry
weapon_code,INTEGER,,True,,,,,player_vector,telemetry
inaccuracy,DECIMAL,,True,,,,,player_vector,telemetry
last_shot_time,DECIMAL,,True,,,,,player_vector,telemetry
recoil_index,DECIMAL,,True,,,,,player_vector,telemetry
phi_ang,DECIMAL,,False,,,,,player_vector,telemetry
theta_ang,DECIMAL,,False,,,,,player_vector,telemetry
is_ducked,BOOLEAN,,False,,,,,player_vector,telemetry
is_ducking,BOOLEAN,,False,,,,,player_vector,telemetry
duck_amount,DECIMAL,,False,,,,,player_vector,telemetry
duck_speed,DECIMAL,,False,,,,,player_vector,telemetry
fall_velocity,DECIMAL,,False,,,,,player_vector,telemetry
view_punch_angle_tick,INTEGER,,False,,,,,player_vector,telemetry
is_rescuing,BOOLEAN,,False,,,,,player_vector,telemetry
second,DECIMAL,,,,,,,player_vector,telemetry
player_id_fixed,DECIMAL,,True,Calculated from steam_id and player_id in player_personal. Merging done on round and player_id,Merged from another channel. Null where no source row matches.,,,player_vector,telemetry
team_code,INTEGER,,True,,Merged from another channel. Null where no source row matches.,,,player_vector,telemetry
theta_vel,DECIMAL,,,,,,,player_vector,telemetry
phi_vel,DECIMAL,,,,,,,player_vector,telemetry
ang_vel,DECIMAL,,,,,,,player_vector,telemetry
x_vel,DECIMAL,,,,,,,player_vector,telemetry
y_vel,DECIMAL,,,,,,,player_vector,telemetry
z_vel,DECIMAL,,,,,,,player_vector,telemetry
speed_2d,DECIMAL,,,,,,,player_vector,telemetry
movement_angle,DECIMAL,,,,,,,player_vector,telemetry
movement_angle_diff,DECIMAL,,,,,,,player_vector,telemetry
round,INTEGER,,False,,,,,rank_update,single_event
tick,INTEGER,,False,,,,,rank_update,single_event
player_id,INTEGER,,False,,,,,rank_update,single_event
rank_old,INTEGER,,False,,,,,rank_update,single_event
rank_new,INTEGER,,False,,,,,rank_update,single_event
rank_change,DECIMAL,,False,,,,,rank_update,single_event
win_count,INTEGER,,False,,Values above 2500 are replaced with 2501.,,,rank_update,single_event
second,DECIMAL,,,,,,,rank_update,single_event
player_id_fixed,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,rank_update,single_event
player_x_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,rank_update,single_event
player_y_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,rank_update,single_event
player_z_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,rank_update,single_event
player_x_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,rank_update,single_event
player_y_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,rank_update,single_event
player_z_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,rank_update,single_event
player_phi_ang,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,rank_update,single_event
player_theta_ang,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,rank_update,single_event
player_weapon_code,INTEGER,,True,,Merged from another channel. Null where no source row matches.,,,rank_update,single_event
player_team_code,INTEGER,,True,,Merged from another channel. Null where no source row matches.,,,rank_update,single_event
round,INTEGER,,False,,,,,round_end,single_event
tick,INTEGER,,False,,,,,round_end,single_event
winner_team_code,INTEGER,,False,,,,,round_end,single_event
win_reason_code,INTEGER,,False,,,,,round_end,single_event
win_reason_message,VARCHAR,,False,,,,,round_end,single_event
player_count,INTEGER,,False,,,,,round_end,single_event
second,DECIMAL,,,,,,,round_end,single_event
round,INTEGER,,False,,,,,round_mvp,single_event
tick,INTEGER,,False,,,,,round_mvp,single_event
player_id,INTEGER,,False,,,,,round_mvp,single_event
mvp_count,INTEGER,,False,,,,,round_mvp,single_event
second,DECIMAL,,,,,,,round_mvp,single_event
player_id_fixed,INTEGER,,True,Calculated from steam_id and player_id in player_personal. Merging done on round and player_id,Merged from another channel. Null where no source row matches.,,,round_mvp,single_event
round,INTEGER,,False,,,,,round_start,single_event
tick,INTEGER,,False,,,,,round_start,single_event
second,DECIMAL,,,,,,,round_start,single_event
round,INTEGER,,False,,,,,round_state,multi_event
tick,INTEGER,,False,,,,,round_state,multi_event
event_type,VARCHAR,,False,,,,,round_state,multi_event
t_score,INTEGER,,False,,Recomputed by the pipeline; the raw value is in the *_raw column.,,,round_state,multi_event
ct_score,INTEGER,,False,,Recomputed by the pipeline; the raw value is in the *_raw column.,,,round_state,multi_event
t_score_raw,INTEGER,,False,,,,,round_state,multi_event
ct_score_raw,INTEGER,,False,,,,,round_state,multi_event
phase,VARCHAR,,False,,,,,round_state,multi_event
is_warmup,BOOLEAN,,False,,,,,round_state,multi_event
second,DECIMAL,,,,,,,round_state,multi_event
round,INTEGER,,False,,,,,score_update,single_event
tick,INTEGER,,False,,,,,score_update,single_event
team_code,INTEGER,,False,,,,,score_update,single_event
old_score,INTEGER,,False,,,,,score_update,single_event
new_score,INTEGER,,False,,,,,score_update,single_event
second,DECIMAL,,,,,,,score_update,single_event
round,INTEGER,,False,,,,,team_change,single_event
tick,INTEGER,,False,,,,,team_change,single_event
player_id,INTEGER,,False,,,,,team_change,single_event
old_team_code,INTEGER,,False,,,,,team_change,single_event
new_team_code,INTEGER,,False,,,,,team_change,single_event
is_bot,BOOLEAN,,False,,,,,team_change,single_event
silent,BOOLEAN,,False,,,,,team_change,single_event
second,DECIMAL,,,,,,,team_change,single_event
player_id_fixed,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,team_change,single_event
player_x_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,team_change,single_event
player_y_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,team_change,single_event
player_z_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,team_change,single_event
player_x_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,team_change,single_event
player_y_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,team_change,single_event
player_z_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,team_change,single_event
player_phi_ang,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,team_change,single_event
player_theta_ang,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,team_change,single_event
player_weapon_code,INTEGER,,True,,Merged from another channel. Null where no source row matches.,,,team_change,single_event
player_team_code,INTEGER,,True,,Merged from another channel. Null where no source row matches.,,,team_change,single_event
round,INTEGER,,False,,,,,tick,telemetry
tick,INTEGER,,False,,,,,tick,telemetry
second,DECIMAL,,,,,,,tick,telemetry
previous_phase,VARCHAR,,,,,,,tick,telemetry
second_since_previous_phase,DECIMAL,,,,,,,tick,telemetry
round,INTEGER,,False,,,,,weapon_action,multi_event
tick,INTEGER,,False,,,,,weapon_action,multi_event
event_type,VARCHAR,,False,,,,,weapon_action,multi_event
player_id,INTEGER,,False,,,,,weapon_action,multi_event
second,DECIMAL,,,,,,,weapon_action,multi_event
player_id_fixed,DECIMAL,,True,Calculated from steam_id and player_id in player_personal. Merging done on round and player_id,Merged from another channel. Null where no source row matches.,,,weapon_action,multi_event
