FieldName,Type,MaxLength,Nullable,Description,Notes,Example,PrimaryKey,TableName,TableDescription
clan_tag,VARCHAR,,False,,,,,player_personal,player_info
steam_id,VARCHAR,,False,,,,,player_personal,player_info
second,DECIMAL,,True,,May be missing.,,,player_personal,player_info
is_bot,DECIMAL,,True,,,,,player_personal,player_info
player_id_fixed,DECIMAL,,True,,,,,player_personal,player_info
round,DECIMAL,,False,,,,,player_spawn,single_event
tick,DECIMAL,,False,,,,,player_spawn,single_event
player_id,DECIMAL,,False,,,,,player_spawn,single_event
second,DECIMAL,,True,,,,,player_spawn,single_event
player_id_fixed,DECIMAL,,True,Calculated from steam_id and player_id in player_personal. Merging done on round and player_id,,,,player_spawn,single_event
player_x_pos,DECIMAL,,True,,,,,player_spawn,single_event
player_y_pos,DECIMAL,,True,,,,,player_spawn,single_event
player_z_pos,DECIMAL,,True,,,,,player_spawn,single_event
player_x_vel,DECIMAL,,True,,,,,player_spawn,single_event
player_y_vel,DECIMAL,,True,,,,,player_spawn,single_event
player_z_vel,DECIMAL,,True,,,,,player_spawn,single_event
player_phi_ang,DECIMAL,,True,,,,,player_spawn,single_event
player_theta_ang,DECIMAL,,True,,,,,player_spawn,single_event
player_weapon_code,DECIMAL,,True,,,,,player_spawn,single_event
player_team_code,DECIMAL,,True,,,,,player_spawn,single_event
player_tick,DECIMAL,,True,,May be missing.,,,player_spawn,single_event
player_player_id,DECIMAL,,True,,May be missing.,,,player_spawn,single_event
tick,DECIMAL,,False,,,,,player_status,telemetry
round,DECIMAL,,False,,,,,player_status,telemetry
player_id,DECIMAL,,False,,,,,player_status,telemetry
player_controller_id,DECIMAL,,False,,,,,player_status,telemetry
armor,DECIMAL,,False,,,,,player_status,telemetry
health,DECIMAL,,False,,,,,player_status,telemetry
place_name,VARCHAR,,False,,,,,player_status,telemetry
inv_primary,DECIMAL,,False,,,,,player_status,telemetry
inv_secondary,DECIMAL,,False,,,,,player_status,telemetry
inv_flashbang,DECIMAL,,False,,,,,player_status,telemetry
inv_taser,DECIMAL,,False,,,,,player_status,telemetry
inv_hegrenade,DECIMAL,,False,,,,,player_status,telemetry
inv_smokegrenade,DECIMAL,,False,,,,,player_status,telemetry
inv_molotov,DECIMAL,,False,,,,,player_status,telemetry
inv_decoy,DECIMAL,,False,,,,,player_status,telemetry
inv_incgrenade,DECIMAL,,False,,,,,player_status,telemetry
inv_c4,DECIMAL,,False,,,,,player_status,telemetry
current_equipment_cost,DECIMAL,,False,,,,,player_status,telemetry
freezetime_end_equipment_cost,DECIMAL,,False,,,,,player_status,telemetry
money,DECIMAL,,False,,,,,player_status,telemetry
ping,DECIMAL,,False,,,,,player_status,telemetry
round_start_equipment_cost,DECIMAL,,False,,,,,player_status,telemetry
zoom_level,DECIMAL,,True,,,,,player_status,telemetry
iron_sight_mode,DECIMAL,,True,,,,,player_status,telemetry
burst_mode,DECIMAL,,True,,,,,player_status,telemetry
is_silenced,DECIMAL,,True,,,,,player_status,telemetry
reload_visually_complete,DECIMAL,,True,,,,,player_status,telemetry
weapon_mode,DECIMAL,,True,,,,,player_status,telemetry
flash_duration,DECIMAL,,False,,,,,player_status,telemetry
flash_max_alpha,DECIMAL,,False,,,,,player_status,telemetry
has_c4,DECIMAL,,False,,,,,player_status,telemetry
has_defuser,DECIMAL,,False,,,,,player_status,telemetry
has_helmet,DECIMAL,,False,,,,,player_status,telemetry
is_defusing,DECIMAL,,False,,,,,player_status,telemetry
is_fake_player,DECIMAL,,False,,,,,player_status,telemetry
is_in_bomb_zone,DECIMAL,,False,,,,,player_status,telemetry
is_in_buy_zone,DECIMAL,,False,,,,,player_status,telemetry
is_scoped,DECIMAL,,False,,,,,player_status,telemetry
is_spotted,DECIMAL,,False,,,,,player_status,telemetry
is_walking,DECIMAL,,False,,,,,player_status,telemetry
second,DECIMAL,,True,,,,,player_status,telemetry
player_id_fixed,DECIMAL,,True,Calculated from steam_id and player_id in player_personal. Merging done on round and player_id,,,,player_status,telemetry
equipment_value_calc,DECIMAL,,True,,,,,player_status,telemetry
tick,DECIMAL,,False,,,,,player_vector,telemetry
round,DECIMAL,,False,,,,,player_vector,telemetry
player_id,DECIMAL,,False,,,,,player_vector,telemetry
x_pos,DECIMAL,,False,,,,,player_vector,telemetry
y_pos,DECIMAL,,False,,,,,player_vector,telemetry
z_pos,DECIMAL,,False,,,,,player_vector,telemetry
x_aimpunch,DECIMAL,,False,,,,,player_vector,telemetry
y_aimpunch,DECIMAL,,False,,,,,player_vector,telemetry
current_ammo,DECIMAL,,True,,,,,player_vector,telemetry
weapon_code,DECIMAL,,True,,,,,player_vector,telemetry
inaccuracy,DECIMAL,,True,,,,,player_vector,telemetry
last_shot_time,DECIMAL,,True,,,,,player_vector,telemetry
recoil_index,DECIMAL,,True,,,,,player_vector,telemetry
phi_ang,DECIMAL,,False,,,,,player_vector,telemetry
theta_ang,DECIMAL,,False,,,,,player_vector,telemetry
is_ducked,DECIMAL,,False,,,,,player_vector,telemetry
is_ducking,DECIMAL,,False,,,,,player_vector,telemetry
duck_amount,DECIMAL,,False,,,,,player_vector,telemetry
duck_speed,DECIMAL,,False,,,,,player_vector,telemetry
fall_velocity,DECIMAL,,False,,,,,player_vector,telemetry
view_punch_angle_tick,DECIMAL,,False,,,,,player_vector,telemetry
aim_punch_angle_vel_x,DECIMAL,,False,,,,,player_vector,telemetry
aim_punch_angle_vel_y,DECIMAL,,False,,,,,player_vector,telemetry
aim_punch_angle_vel_z,DECIMAL,,False,,,,,player_vector,telemetry
is_rescuing,DECIMAL,,False,,,,,player_vector,telemetry
second,DECIMAL,,True,,,,,player_vector,telemetry
player_id_fixed,DECIMAL,,True,Calculated from steam_id and player_id in player_personal. Merging done on round and player_id,,,,player_vector,telemetry
team_code,DECIMAL,,True,,,,,player_vector,telemetry
theta_vel,DECIMAL,,True,,,,,player_vector,telemetry
phi_vel,DECIMAL,,True,,,,,player_vector,telemetry
ang_vel,DECIMAL,,True,,,,,player_vector,telemetry
x_vel,DECIMAL,,True,,,,,player_vector,telemetry
y_vel,DECIMAL,,True,,,,,player_vector,telemetry
z_vel,DECIMAL,,True,,,,,player_vector,telemetry
x_vel,DECIMAL,,True,,,,,player_vector,telemetry
y_vel,DECIMAL,,True,,,,,player_vector,telemetry
z_vel,DECIMAL,,True,,,,,player_vector,telemetry
x_vel,DECIMAL,,True,,,,,player_vector,telemetry
y_vel,DECIMAL,,True,,,,,player_vector,telemetry
z_vel,DECIMAL,,True,,,,,player_vector,telemetry
x_vel,DECIMAL,,True,,,,,player_vector,telemetry
y_vel,DECIMAL,,True,,,,,player_vector,telemetry
z_vel,DECIMAL,,True,,,,,player_vector,telemetry
x_vel,DECIMAL,,True,,,,,player_vector,telemetry
y_vel,DECIMAL,,True,,,,,player_vector,telemetry
z_vel,DECIMAL,,True,,,,,player_vector,telemetry
x_vel,DECIMAL,,True,,,,,player_vector,telemetry
y_vel,DECIMAL,,True,,,,,player_vector,telemetry
z_vel,DECIMAL,,True,,,,,player_vector,telemetry
x_vel,DECIMAL,,True,,,,,player_vector,telemetry
y_vel,DECIMAL,,True,,,,,player_vector,telemetry
z_vel,DECIMAL,,True,,,,,player_vector,telemetry
x_vel,DECIMAL,,True,,,,,player_vector,telemetry
y_vel,DECIMAL,,True,,,,,player_vector,telemetry
z_vel,DECIMAL,,True,,,,,player_vector,telemetry
x_vel,DECIMAL,,True,,,,,player_vector,telemetry
y_vel,DECIMAL,,True,,,,,player_vector,telemetry
z_vel,DECIMAL,,True,,,,,player_vector,telemetry
x_vel,DECIMAL,,True,,,,,player_vector,telemetry
y_vel,DECIMAL,,True,,,,,player_vector,telemetry
z_vel,DECIMAL,,True,,,,,player_vector,telemetry
speed_2d,DECIMAL,,True,,,,,player_vector,telemetry
movement_angle,DECIMAL,,True,,,,,player_vector,telemetry
movement_angle_diff,DECIMAL,,True,,,,,player_vector,telemetry
round,DECIMAL,,False,,,,,round_end,single_event
tick,DECIMAL,,False,,,,,round_end,single_event
winner_team_code,DECIMAL,,False,,,,,round_end,single_event
win_reason_code,DECIMAL,,False,,,,,round_end,single_event
win_reason_message,VARCHAR,,False,,,,,round_end,single_event
legacy_code,DECIMAL,,False,,,,,round_end,single_event
player_count,DECIMAL,,False,,,,,round_end,single_event
second,DECIMAL,,True,,,,,round_end,single_event
round,DECIMAL,,False,,,,,round_mvp,single_event
tick,DECIMAL,,False,,,,,round_mvp,single_event
player_id,DECIMAL,,False,,,,,round_mvp,single_event
mvp_reason_code,DECIMAL,,False,,,,,round_mvp,single_event
music_kit_mvps,DECIMAL,,False,,,,,round_mvp,single_event
second,DECIMAL,,True,,,,,round_mvp,single_event
player_id_fixed,DECIMAL,,True,Calculated from steam_id and player_id in player_personal. Merging done on round and player_id,,,,round_mvp,single_event
round,DECIMAL,,False,,,,,round_start,single_event
tick,DECIMAL,,False,,,,,round_start,single_event
time_limit,DECIMAL,,False,,,,,round_start,single_event
frag_limit,DECIMAL,,False,,,,,round_start,single_event
objective,VARCHAR,,False,,,,,round_start,single_event
second,DECIMAL,,True,,,,,round_start,single_event
round,DECIMAL,,False,,,,,round_state,multi_event
tick,DECIMAL,,False,,,,,round_state,multi_event
event_type,VARCHAR,,False,,,,,round_state,multi_event
t_score,DECIMAL,,False,,,,,round_state,multi_event
ct_score,DECIMAL,,False,,,,,round_state,multi_event
t_score_raw,DECIMAL,,False,,,,,round_state,multi_event
ct_score_raw,DECIMAL,,False,,,,,round_state,multi_event
phase,VARCHAR,,False,,,,,round_state,multi_event
is_warmup,DECIMAL,,False,,,,,round_state,multi_event
second,DECIMAL,,True,,,,,round_state,multi_event
round,DECIMAL,,False,,,,,tick,single_event
tick,DECIMAL,,False,,,,,tick,single_event
second,DECIMAL,,True,,,,,tick,single_event
previous_phase,VARCHAR,,True,,,,,tick,single_event
second_since_previous_phase,DECIMAL,,True,,,,,tick,single_event
round,DECIMAL,,False,,,,,weapon_action,multi_event
tick,DECIMAL,,False,,,,,weapon_action,multi_event
event_type,VARCHAR,,False,,,,,weapon_action,multi_event
player_id,DECIMAL,,False,,,,,weapon_action,multi_event
second,DECIMAL,,True,,,,,weapon_action,multi_event
player_id_fixed,DECIMAL,,True,Calculated from steam_id and player_id in player_personal. Merging done on round and player_id,,,,weapon_action,multi_event
player_x_pos,DECIMAL,,True,,,,,weapon_action,multi_event
player_y_pos,DECIMAL,,True,,,,,weapon_action,multi_event
player_z_pos,DECIMAL,,True,,,,,weapon_action,multi_event
player_x_vel,DECIMAL,,True,,,,,weapon_action,multi_event
player_y_vel,DECIMAL,,True,,,,,weapon_action,multi_event
player_z_vel,DECIMAL,,True,,,,,weapon_action,multi_event
player_phi_ang,DECIMAL,,True,,,,,weapon_action,multi_event
player_theta_ang,DECIMAL,,True,,,,,weapon_action,multi_event
player_weapon_code,DECIMAL,,True,,,,,weapon_action,multi_event
player_team_code,DECIMAL,,True,,,,,weapon_action,multi_event
player_tick,DECIMAL,,True,,May be missing.,,,weapon_action,multi_event
player_player_id,DECIMAL,,True,,May be missing.,,,weapon_action,multi_event
round,DECIMAL,,False,,,,,weapon_fire,single_event
tick,DECIMAL,,False,,,,,weapon_fire,single_event
player_id,DECIMAL,,False,,,,,weapon_fire,single_event
player_id_pawn,DECIMAL,,False,,,,,weapon_fire,single_event
weapon_name,VARCHAR,,False,,,,,weapon_fire,single_event
is_silenced,DECIMAL,,False,,,,,weapon_fire,single_event
second,DECIMAL,,True,,,,,weapon_fire,single_event
player_id_fixed,DECIMAL,,True,Calculated from steam_id and player_id in player_personal. Merging done on round and player_id,,,,weapon_fire,single_event
player_x_pos,DECIMAL,,True,,,,,weapon_fire,single_event
player_y_pos,DECIMAL,,True,,,,,weapon_fire,single_event
player_z_pos,DECIMAL,,True,,,,,weapon_fire,single_event
player_x_vel,DECIMAL,,True,,,,,weapon_fire,single_event
player_y_vel,DECIMAL,,True,,,,,weapon_fire,single_event
player_z_vel,DECIMAL,,True,,,,,weapon_fire,single_event
player_phi_ang,DECIMAL,,True,,,,,weapon_fire,single_event
player_theta_ang,DECIMAL,,True,,,,,weapon_fire,single_event
player_weapon_code,DECIMAL,,True,,,,,weapon_fire,single_event
player_team_code,DECIMAL,,True,,,,,weapon_fire,single_event
player_tick,DECIMAL,,True,,May be missing.,,,weapon_fire,single_event
player_player_id,DECIMAL,,True,,May be missing.,,,weapon_fire,single_event
missed_molotov,DECIMAL,,True,,,,,weapon_fire,single_event
round,DECIMAL,,False,,,,,item_remove,single_event
tick,DECIMAL,,False,,,,,item_remove,single_event
player_id,DECIMAL,,True,,,,,item_remove,single_event
item,DECIMAL,,False,,,,,item_remove,single_event
def_index,DECIMAL,,True,,,,,item_remove,single_event
second,DECIMAL,,True,,,,,item_remove,single_event
player_id_fixed,DECIMAL,,True,Calculated from steam_id and player_id in player_personal. Merging done on round and player_id,,,,item_remove,single_event
player_x_pos,DECIMAL,,True,asof merge (nearby ticks),,,,item_remove,single_event
player_y_pos,DECIMAL,,True,asof merge (nearby ticks),,,,item_remove,single_event
player_z_pos,DECIMAL,,True,asof merge (nearby ticks),,,,item_remove,single_event
player_x_vel,DECIMAL,,True,asof merge (nearby ticks),,,,item_remove,single_event
player_y_vel,DECIMAL,,True,asof merge (nearby ticks),,,,item_remove,single_event
player_z_vel,DECIMAL,,True,asof merge (nearby ticks),,,,item_remove,single_event
player_phi_ang,DECIMAL,,True,asof merge (nearby ticks),,,,item_remove,single_event
player_theta_ang,DECIMAL,,True,asof merge (nearby ticks),,,,item_remove,single_event
player_weapon_code,DECIMAL,,True,asof merge (nearby ticks),,,,item_remove,single_event
player_team_code,DECIMAL,,True,asof merge (nearby ticks),,,,item_remove,single_event
player_tick,DECIMAL,,True,asof merge (nearby ticks),,,,item_remove,single_event
player_player_id,DECIMAL,,True,asof merge (nearby ticks),,,,item_remove,single_event
